name,parent
Chipre,Caldas
Corea,Caldas
Costa Rica,Caldas
Curazao,Caldas
Dinamarca,Caldas
Dominica,Caldas
Ecuador,Caldas
Egipto,Caldas
El Salvador,Caldas
Emiratos Árabes Unidos,Caldas
Eslovaquia,Caldas
Eslovenia,Caldas
España,Caldas
Estados Unidos,Caldas
Estonia,Caldas
Fiji,Caldas
Filipinas,Caldas
Finlandia,Caldas
Francia,Caldas
Georgia,Caldas
Grecia,Caldas
Guatemala,Caldas
Hong Kong,Caldas
India,Caldas
Indonesia,Caldas
Irlanda,Caldas
Islandia,Caldas
Israel,Caldas
Italia,Caldas
Jamaica,Caldas
Japón,Caldas
Jordania,Caldas
Letonia,Caldas
Líbano,Caldas
Libia,Caldas
Lituania,Caldas
Macao,Caldas
Malasia,Caldas
Marruecos,Caldas
México,Caldas
Noruega,Caldas
Nueva Zelandia,Caldas
Países Bajos,Caldas
Panamá,Caldas
Perú,Caldas
Polonia,Caldas
Portugal,Caldas
Puerto Rico,Caldas
Reino Unido,Caldas
República Checa,Caldas
República Dominicana,Caldas
Reunión,Caldas
Rumania,Caldas
Rusia- Federación de,Caldas
Singapur,Caldas
Siria- República Árabe,Caldas
Sudáfrica,Caldas
Suecia,Caldas
Suiza,Caldas
Surinam,Caldas
Tailandia,Caldas
Taiwán- Provincia de China,Caldas
Trinidad y Tobago,Caldas
Turquía,Caldas
Ucrania,Caldas
Uruguay,Caldas
Venezuela,Caldas
Vietnam,Caldas
Alemania,Cauca
Antillas Holandesas,Cauca
Arabia Saudita,Cauca
Argentina,Cauca
Australia,Cauca
Bahrein,Cauca
Bélgica,Cauca
Canadá,Cauca
Chile,Cauca
China,Cauca
Chipre,Cauca
Corea,Cauca
Croacia,Cauca
Curazao,Cauca
Dinamarca,Cauca
Ecuador,Cauca
Egipto,Cauca
Emiratos Árabes Unidos,Cauca
Eslovenia,Cauca
España,Cauca
Estados Unidos,Cauca
Finlandia,Cauca
Francia,Cauca
Grecia,Cauca
Hong Kong,Cauca
Irlanda,Cauca
Islandia,Cauca
Israel,Cauca
Italia,Cauca
Jamaica,Cauca
Japón,Cauca
Jordania,Cauca
Letonia,Cauca
Líbano,Cauca
Macao,Cauca
Malasia,Cauca
Marruecos,Cauca
México,Cauca
Noruega,Cauca
Nueva Zelandia,Cauca
Países Bajos,Cauca
Panamá,Cauca
Polinesia Francesa,Cauca
Polonia,Cauca
Portugal,Cauca
Qatar,Cauca
Reino Unido,Cauca
República Dominicana,Cauca
Rumania,Cauca
Rusia- Federación de,Cauca
Singapur,Cauca
Siria- República Árabe,Cauca
Sudáfrica,Cauca
Suecia,Cauca
Suiza,Cauca
Taiwán- Provincia de China,Cauca
Turquía,Cauca
Uruguay,Cauca
Vietnam,Cauca
Albania,Huila
Alemania,Huila
Antillas Holandesas,Huila
Arabia Saudita,Huila
Argelia,Huila
Argentina,Huila
Australia,Huila
Austria,Huila
Bélgica,Huila
Brasil,Huila
Bulgaria,Huila
Canadá,Huila
Chile,Huila
China,Huila
Chipre,Huila
Corea,Huila
Croacia,Huila
Dinamarca,Huila
Egipto,Huila
Emiratos Árabes Unidos,Huila
Eslovaquia,Huila
Eslovenia,Huila
España,Huila
Estados Unidos,Huila
Estonia,Huila
Finlandia,Huila
Francia,Huila
Grecia,Huila
Hong Kong,Huila
India,Huila
Indonesia,Huila
Irán- República Islámica de,Huila
Irlanda,Huila
Islandia,Huila
Israel,Huila
Italia,Huila
Jamaica,Huila
Japón,Huila
Jordania,Huila
Letonia,Huila
Líbano,Huila
Libia,Huila
Macao,Huila
Malasia,Huila
Marruecos,Huila
México,Huila
Noruega,Huila
Nueva Zelandia,Huila
Países Bajos,Huila
Polonia,Huila
Portugal,Huila
Reino Unido,Huila
República Checa,Huila
República Dominicana,Huila
Rumania,Huila
Rusia- Federación de,Huila
Singapur,Huila
Siria- República Árabe,Huila
Sudáfrica,Huila
Suecia,Huila
Suiza,Huila
Taiwán- Provincia de China,Huila
Trinidad y Tobago,Huila
Turquía,Huila
Ucrania,Huila
Uruguay,Huila
Vietnam,Huila
Albania,Quindío
Alemania,Quindío
Arabia Saudita,Quindío
Argelia,Quindío
Argentina,Quindío
Aruba,Quindío
Australia,Quindío
Austria,Quindío
Bélgica,Quindío
Bolivia,Quindío
Bulgaria,Quindío
Canadá,Quindío
Chile,Quindío
China,Quindío
Corea,Quindío
Costa Rica,Quindío
Croacia,Quindío
Dinamarca,Quindío
Egipto,Quindío
El Salvador,Quindío
Emiratos Árabes Unidos,Quindío
Eslovenia,Quindío
España,Quindío
Estados Unidos,Quindío
Estonia,Quindío
Filipinas,Quindío
Finlandia,Quindío
Francia,Quindío
Georgia,Quindío
Grecia,Quindío
Hong Kong,Quindío
Indonesia,Quindío
Irán- República Islámica de,Quindío
Irlanda,Quindío
Islandia,Quindío
Israel,Quindío
Italia,Quindío
Jamaica,Quindío
Japón,Quindío
Jordania,Quindío
Kuwait,Quindío
Letonia,Quindío
Líbano,Quindío
Libia,Quindío
Macao,Quindío
Malasia,Quindío
Marruecos,Quindío
México,Quindío
Noruega,Quindío
Nueva Zelandia,Quindío
Oman,Quindío
Países Bajos,Quindío
Perú,Quindío
Polinesia Francesa,Quindío
Polonia,Quindío
Portugal,Quindío
Reino Unido,Quindío
República Checa,Quindío
República Dominicana,Quindío
Reunión,Quindío
Rumania,Quindío
Rusia- Federación de,Quindío
Singapur,Quindío
Siria- República Árabe,Quindío
Sudáfrica,Quindío
Suecia,Quindío
Suiza,Quindío
Taiwán- Provincia de China,Quindío
Trinidad y Tobago,Quindío
Túnez,Quindío
Turquía,Quindío
Ucrania,Quindío
Uruguay,Quindío
Venezuela,Quindío
Vietnam,Quindío
Albania,Risaralda
Alemania,Risaralda
Antillas Holandesas,Risaralda
Arabia Saudita,Risaralda
Argelia,Risaralda
Argentina,Risaralda
Armenia,Risaralda
Aruba,Risaralda
Australia,Risaralda
Austria,Risaralda
Bélgica,Risaralda
Brasil,Risaralda
Bulgaria,Risaralda
Canadá,Risaralda
Chile,Risaralda
China,Risaralda
Corea,Risaralda
Dinamarca,Risaralda
Ecuador,Risaralda
Egipto,Risaralda
Emiratos Árabes Unidos,Risaralda
Eslovenia,Risaralda
España,Risaralda
Estados Unidos,Risaralda
Estonia,Risaralda
Finlandia,Risaralda
Francia,Risaralda
Georgia,Risaralda
Grecia,Risaralda
Hong Kong,Risaralda
India,Risaralda
Indonesia,Risaralda
Irlanda,Risaralda
Islandia,Risaralda
Israel,Risaralda
Italia,Risaralda
Jamaica,Risaralda
Japón,Risaralda
Jordania,Risaralda
Kuwait,Risaralda
Letonia,Risaralda
Líbano,Risaralda
Libia,Risaralda
Macao,Risaralda
Malasia,Risaralda
Marruecos,Risaralda
México,Risaralda
Mongolia,Risaralda
Noruega,Risaralda
Nueva Zelandia,Risaralda
Oman,Risaralda
Países Bajos,Risaralda
Perú,Risaralda
Polinesia Francesa,Risaralda
Polonia,Risaralda
Portugal,Risaralda
Reino Unido,Risaralda
República Checa,Risaralda
República Dominicana,Risaralda
Rumania,Risaralda
Rusia- Federación de,Risaralda
Serbia,Risaralda
Singapur,Risaralda
Siria- República Árabe,Risaralda
Sudáfrica,Risaralda
Suecia,Risaralda
Suiza,Risaralda
Taiwán- Provincia de China,Risaralda
Turquía,Risaralda
Ucrania,Risaralda
Uruguay,Risaralda
Venezuela,Risaralda
Vietnam,Risaralda
Alemania,Santander
Arabia Saudita,Santander
Argelia,Santander
Argentina,Santander
Armenia,Santander
Aruba,Santander
Australia,Santander
Austria,Santander
Bélgica,Santander
Bermudas,Santander
Bulgaria,Santander
Canadá,Santander
China,Santander
Chipre,Santander
Corea,Santander
Croacia,Santander
Dinamarca,Santander
Egipto,Santander
Emiratos Árabes Unidos,Santander
Eslovenia,Santander
España,Santander
Estados Unidos,Santander
Estonia,Santander
Feroe- Islas,Santander
Fiji,Santander
Finlandia,Santander
Francia,Santander
Georgia,Santander
Grecia,Santander
Hong Kong,Santander
Irlanda,Santander
Islandia,Santander
Israel,Santander
Italia,Santander
Jamaica,Santander
Japón,Santander
Jordania,Santander
Letonia,Santander
Líbano,Santander
Lituania,Santander
Malasia,Santander
Marruecos,Santander
México,Santander
Noruega,Santander
Nueva Zelandia,Santander
Países Bajos,Santander
Polonia,Santander
Portugal,Santander
Reino Unido,Santander
República Checa,Santander
República Dominicana,Santander
Reunión,Santander
Rumania,Santander
Rusia- Federación de,Santander
Singapur,Santander
Siria- República Árabe,Santander
Sudáfrica,Santander
Suecia,Santander
Suiza,Santander
Taiwán- Provincia de China,Santander
Turquía,Santander
Ucrania,Santander
Alemania,Tolima
Antillas Holandesas,Tolima
Arabia Saudita,Tolima
Australia,Tolima
Austria,Tolima
Bélgica,Tolima
Bulgaria,Tolima
Canadá,Tolima
Chile,Tolima
China,Tolima
Chipre,Tolima
Corea- República Democrática,Tolima
Corea,Tolima
Dinamarca,Tolima
Ecuador,Tolima
Egipto,Tolima
España,Tolima
Estados Unidos,Tolima
Estonia,Tolima
Feroe- Islas,Tolima
Finlandia,Tolima
Francia,Tolima
Grecia,Tolima
Hong Kong,Tolima
Hungría,Tolima
Indonesia,Tolima
Irlanda,Tolima
Islandia,Tolima
Israel,Tolima
Italia,Tolima
Jamaica,Tolima
Japón,Tolima
Jordania,Tolima
Letonia,Tolima
Líbano,Tolima
Macao,Tolima
Malasia,Tolima
Marruecos,Tolima
México,Tolima
Noruega,Tolima
Nueva Zelandia,Tolima
Países Bajos,Tolima
Perú,Tolima
Polonia,Tolima
Portugal,Tolima
Reino Unido,Tolima
República Checa,Tolima
República Dominicana,Tolima
Rumania,Tolima
Rusia- Federación de,Tolima
Singapur,Tolima
Siria- República Árabe,Tolima
Sudáfrica,Tolima
Suecia,Tolima
Suiza,Tolima
Taiwán- Provincia de China,Tolima
Uruguay,Tolima
Vietnam,Tolima
Alemania,Valle del Cauca
Antillas Holandesas,Valle del Cauca
Arabia Saudita,Valle del Cauca
Argentina,Valle del Cauca
Aruba,Valle del Cauca
Australia,Valle del Cauca
Austria,Valle del Cauca
Bahrein,Valle del Cauca
Bélgica,Valle del Cauca
Bolivia,Valle del Cauca
Brasil,Valle del Cauca
Bulgaria,Valle del Cauca
Canadá,Valle del Cauca
Chile,Valle del Cauca
China,Valle del Cauca
Corea,Valle del Cauca
Curazao,Valle del Cauca
Dinamarca,Valle del Cauca
Ecuador,Valle del Cauca
Egipto,Valle del Cauca
Emiratos Árabes Unidos,Valle del Cauca
Eslovenia,Valle del Cauca
España,Valle del Cauca
Estados Unidos,Valle del Cauca
Estonia,Valle del Cauca
Filipinas,Valle del Cauca
Finlandia,Valle del Cauca
Francia,Valle del Cauca
Grecia,Valle del Cauca
Hong Kong,Valle del Cauca
Indonesia,Valle del Cauca
Irak,Valle del Cauca
Irlanda,Valle del Cauca
Islandia,Valle del Cauca
Israel,Valle del Cauca
Italia,Valle del Cauca
Jamaica,Valle del Cauca
Japón,Valle del Cauca
Jordania,Valle del Cauca
Letonia,Valle del Cauca
Líbano,Valle del Cauca
Malasia,Valle del Cauca
Marruecos,Valle del Cauca
México,Valle del Cauca
Noruega,Valle del Cauca
Nueva Zelandia,Valle del Cauca
Oman,Valle del Cauca
Países Bajos,Valle del Cauca
Panamá,Valle del Cauca
Perú,Valle del Cauca
Polonia,Valle del Cauca
Portugal,Valle del Cauca
Puerto Rico,Valle del Cauca
Qatar,Valle del Cauca
Reino Unido,Valle del Cauca
República Checa,Valle del Cauca
República Dominicana,Valle del Cauca
Rumania,Valle del Cauca
Rusia- Federación de,Valle del Cauca
Singapur,Valle del Cauca
Siria- República Árabe,Valle del Cauca
Sudáfrica,Valle del Cauca
Suecia,Valle del Cauca
Suiza,Valle del Cauca
Surinam,Valle del Cauca
Taiwán- Provincia de China,Valle del Cauca
Trinidad y Tobago,Valle del Cauca
Turquía,Valle del Cauca
Venezuela,Valle del Cauca
