id,value
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Argentina,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Aruba,1
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Australia,5
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Bélgica,4
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Bolivia,5
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Brasil,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Chile,241
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.China,3
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Colombia,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Corea,6
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Costa Rica,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Curazao,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Dinamarca,1
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Ecuador,183
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.El Salvador,60
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.España,2
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Estados Unidos,14
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Francia,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Guatemala,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Honduras,2
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Japón,3
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Kuwait,1
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Malasia,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.México,94
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Nicaragua,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Noruega,1
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Nueva Zelandia,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Países Bajos,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Panamá,13
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Paraguay,17
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Perú,275
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Reino Unido,3
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Rusia- Federación de,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Suecia,3
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Suiza,2
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Tailandia,4
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Taiwán- Provincia de China,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Trinidad y Tobago,5
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.Uruguay,11
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.ZFP Barranquilla,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.ZFP Bogotá,3
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.ZFP Cartagena,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.ZFP Centro Logístico del Pacífico CELPA,1
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.ZFP Pacifico,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.ZFP Palmaseca,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.ZFP Santander,0
Bogotá. Café soluble liofilizado- con granulometría de 20 - 300 mm.ZFPE papeles del Cauca,0
Bogotá. Café tostado- descafeinado,192
Bogotá. Café tostado- descafeinado.Alemania,0
Bogotá. Café tostado- descafeinado.Antillas Holandesas,0
Bogotá. Café tostado- descafeinado.Argentina,0
Bogotá. Café tostado- descafeinado.Aruba,1
Bogotá. Café tostado- descafeinado.Australia,0
Bogotá. Café tostado- descafeinado.Bolivia,1
Bogotá. Café tostado- descafeinado.Canadá,2
Bogotá. Café tostado- descafeinado.Chile,25
Bogotá. Café tostado- descafeinado.China,1
Bogotá. Café tostado- descafeinado.Colombia,1
Bogotá. Café tostado- descafeinado.Corea,0
Bogotá. Café tostado- descafeinado.Costa Rica,0
Bogotá. Café tostado- descafeinado.Curazao,0
Bogotá. Café tostado- descafeinado.Ecuador,46
Bogotá. Café tostado- descafeinado.El Salvador,0
Bogotá. Café tostado- descafeinado.España,9
Bogotá. Café tostado- descafeinado.Estados Unidos,60
Bogotá. Café tostado- descafeinado.Francia,0
Bogotá. Café tostado- descafeinado.Irak,0
Bogotá. Café tostado- descafeinado.Italia,0
Bogotá. Café tostado- descafeinado.Japón,0
Bogotá. Café tostado- descafeinado.Kuwait,0
Bogotá. Café tostado- descafeinado.Malasia,0
Bogotá. Café tostado- descafeinado.México,9
Bogotá. Café tostado- descafeinado.Panamá,4
Bogotá. Café tostado- descafeinado.Paraguay,3
Bogotá. Café tostado- descafeinado.Perú,8
Bogotá. Café tostado- descafeinado.Polonia,0
Bogotá. Café tostado- descafeinado.Reino Unido,0
Bogotá. Café tostado- descafeinado.República Checa,0
Bogotá. Café tostado- descafeinado.Rusia- Federación de,11
Bogotá. Café tostado- descafeinado.Suiza,0
Bogotá. Café tostado- descafeinado.Uruguay,3
Bogotá. Café tostado- descafeinado.ZFP Barranquilla,0
Bogotá. Café tostado- descafeinado.ZFP Bogotá,5
Bogotá. Café tostado- descafeinado.ZFP Cartagena,0
Bogotá. Café tostado- descafeinado.ZFP Centro Logístico del Pacífico CELPA,0
Bogotá. Café tostado- descafeinado.ZFP Palmaseca,0
Bogotá. Café tostado- descafeinado.ZFP Santander,0
Bogotá. Café tostado- sin descafeinar- en grano,1928
Bogotá. Café tostado- sin descafeinar- en grano.Alemania,26
Bogotá. Café tostado- sin descafeinar- en grano.Antillas Holandesas,1
Bogotá. Café tostado- sin descafeinar- en grano.Argentina,0
Bogotá. Café tostado- sin descafeinar- en grano.Aruba,21
Bogotá. Café tostado- sin descafeinar- en grano.Australia,1
Bogotá. Café tostado- sin descafeinar- en grano.Austria,1
Bogotá. Café tostado- sin descafeinar- en grano.Bolivia,15
Bogotá. Café tostado- sin descafeinar- en grano.Brasil,0
Bogotá. Café tostado- sin descafeinar- en grano.Bulgaria,5
Bogotá. Café tostado- sin descafeinar- en grano.Canadá,5
Bogotá. Café tostado- sin descafeinar- en grano.Chile,473
Bogotá. Café tostado- sin descafeinar- en grano.China,43
Bogotá. Café tostado- sin descafeinar- en grano.Colombia,27
Bogotá. Café tostado- sin descafeinar- en grano.Corea,16
Bogotá. Café tostado- sin descafeinar- en grano.Costa Rica,12
Bogotá. Café tostado- sin descafeinar- en grano.Curazao,4
Bogotá. Café tostado- sin descafeinar- en grano.Ecuador,259
Bogotá. Café tostado- sin descafeinar- en grano.El Salvador,17
Bogotá. Café tostado- sin descafeinar- en grano.Emiratos Árabes Unidos,5
Bogotá. Café tostado- sin descafeinar- en grano.España,111
Bogotá. Café tostado- sin descafeinar- en grano.Estados Unidos,360
Bogotá. Café tostado- sin descafeinar- en grano.Francia,2
Bogotá. Café tostado- sin descafeinar- en grano.Hong Kong,1
Bogotá. Café tostado- sin descafeinar- en grano.Irak,1
Bogotá. Café tostado- sin descafeinar- en grano.Islandia,0
Bogotá. Café tostado- sin descafeinar- en grano.Italia,3
Bogotá. Café tostado- sin descafeinar- en grano.Japón,1
Bogotá. Café tostado- sin descafeinar- en grano.Kuwait,10
Bogotá. Café tostado- sin descafeinar- en grano.Malasia,10
Bogotá. Café tostado- sin descafeinar- en grano.México,105
Bogotá. Café tostado- sin descafeinar- en grano.Noruega,1
Bogotá. Café tostado- sin descafeinar- en grano.Países Bajos,1
Bogotá. Café tostado- sin descafeinar- en grano.Países no precisados en otra parte y desconocidos,3
Bogotá. Café tostado- sin descafeinar- en grano.Panamá,33
Bogotá. Café tostado- sin descafeinar- en grano.Paraguay,26
Bogotá. Café tostado- sin descafeinar- en grano.Perú,65
Bogotá. Café tostado- sin descafeinar- en grano.Polonia,7
Bogotá. Café tostado- sin descafeinar- en grano.Reino Unido,6
Bogotá. Café tostado- sin descafeinar- en grano.República Checa,8
Bogotá. Café tostado- sin descafeinar- en grano.República Dominicana,0
Bogotá. Café tostado- sin descafeinar- en grano.Rumania,1
Bogotá. Café tostado- sin descafeinar- en grano.Rusia- Federación de,27
Bogotá. Café tostado- sin descafeinar- en grano.Singapur,6
Bogotá. Café tostado- sin descafeinar- en grano.Suecia,2
Bogotá. Café tostado- sin descafeinar- en grano.Suiza,1
Bogotá. Café tostado- sin descafeinar- en grano.Taiwán- Provincia de China,17
Bogotá. Café tostado- sin descafeinar- en grano.Trinidad y Tobago,5
Bogotá. Café tostado- sin descafeinar- en grano.Turquía,0
Bogotá. Café tostado- sin descafeinar- en grano.Ucrania,1
Bogotá. Café tostado- sin descafeinar- en grano.Uruguay,31
Bogotá. Café tostado- sin descafeinar- en grano.ZFP Barranquilla,0
Bogotá. Café tostado- sin descafeinar- en grano.ZFP Bogotá,129
Bogotá. Café tostado- sin descafeinar- en grano.ZFP Cartagena,1
Bogotá. Café tostado- sin descafeinar- en grano.ZFP Centro Logístico del Pacífico CELPA,19
Bogotá. Café tostado- sin descafeinar- en grano.ZFP Pacifico,1
Bogotá. Café tostado- sin descafeinar- en grano.ZFP Palmaseca,1
Bogotá. Café tostado- sin descafeinar- en grano.ZFP Santander,0
Bogotá. Café tostado- sin descafeinar- en grano.ZFPE papeles del Cauca,0
Bogotá. Café tostado- sin descafeinar- molido,1597
Bogotá. Café tostado- sin descafeinar- molido.Alemania,8
Bogotá. Café tostado- sin descafeinar- molido.Antillas Holandesas,1
Bogotá. Café tostado- sin descafeinar- molido.Argentina,4
Bogotá. Café tostado- sin descafeinar- molido.Aruba,19
Bogotá. Café tostado- sin descafeinar- molido.Australia,0
Bogotá. Café tostado- sin descafeinar- molido.Austria,0
Bogotá. Café tostado- sin descafeinar- molido.Bolivia,15
Bogotá. Café tostado- sin descafeinar- molido.Brasil,7
Bogotá. Café tostado- sin descafeinar- molido.Bulgaria,5
Bogotá. Café tostado- sin descafeinar- molido.Canadá,10
Bogotá. Café tostado- sin descafeinar- molido.Chile,258
Bogotá. Café tostado- sin descafeinar- molido.China,13
Bogotá. Café tostado- sin descafeinar- molido.Colombia,94
Bogotá. Café tostado- sin descafeinar- molido.Corea,7
Bogotá. Café tostado- sin descafeinar- molido.Costa Rica,10
Bogotá. Café tostado- sin descafeinar- molido.Curazao,2
Bogotá. Café tostado- sin descafeinar- molido.Ecuador,167
Bogotá. Café tostado- sin descafeinar- molido.El Salvador,35
Bogotá. Café tostado- sin descafeinar- molido.Emiratos Árabes Unidos,2
Bogotá. Café tostado- sin descafeinar- molido.España,16
Bogotá. Café tostado- sin descafeinar- molido.Estados Unidos,324
Bogotá. Café tostado- sin descafeinar- molido.Finlandia,7
Bogotá. Café tostado- sin descafeinar- molido.Francia,5
Bogotá. Café tostado- sin descafeinar- molido.Honduras,6
Bogotá. Café tostado- sin descafeinar- molido.Irak,1
Bogotá. Café tostado- sin descafeinar- molido.Italia,3
Bogotá. Café tostado- sin descafeinar- molido.Japón,2
Bogotá. Café tostado- sin descafeinar- molido.Kuwait,1
Bogotá. Café tostado- sin descafeinar- molido.Malasia,1
Bogotá. Café tostado- sin descafeinar- molido.Martinica,0
Bogotá. Café tostado- sin descafeinar- molido.México,82
Bogotá. Café tostado- sin descafeinar- molido.Nicaragua,4
Bogotá. Café tostado- sin descafeinar- molido.Noruega,1
Bogotá. Café tostado- sin descafeinar- molido.Países Bajos,0
Bogotá. Café tostado- sin descafeinar- molido.Panamá,138
Bogotá. Café tostado- sin descafeinar- molido.Paraguay,18
Bogotá. Café tostado- sin descafeinar- molido.Perú,80
Bogotá. Café tostado- sin descafeinar- molido.Polonia,1
Bogotá. Café tostado- sin descafeinar- molido.Portugal,4
Bogotá. Café tostado- sin descafeinar- molido.Reino Unido,2
Bogotá. Café tostado- sin descafeinar- molido.República Checa,5
Bogotá. Café tostado- sin descafeinar- molido.República Dominicana,1
Bogotá. Café tostado- sin descafeinar- molido.Rumania,0
Bogotá. Café tostado- sin descafeinar- molido.Rusia- Federación de,24
Bogotá. Café tostado- sin descafeinar- molido.Singapur,3
Bogotá. Café tostado- sin descafeinar- molido.Sudáfrica,0
Bogotá. Café tostado- sin descafeinar- molido.Suiza,0
Bogotá. Café tostado- sin descafeinar- molido.Taiwán- Provincia de China,1
Bogotá. Café tostado- sin descafeinar- molido.Trinidad y Tobago,11
Bogotá. Café tostado- sin descafeinar- molido.Turquía,0
Bogotá. Café tostado- sin descafeinar- molido.Uruguay,14
Bogotá. Café tostado- sin descafeinar- molido.ZFP Barranquilla,2
Bogotá. Café tostado- sin descafeinar- molido.ZFP Bogotá,150
Bogotá. Café tostado- sin descafeinar- molido.ZFP Cartagena,5
Bogotá. Café tostado- sin descafeinar- molido.ZFP Centro Logístico del Pacífico CELPA,15
Bogotá. Café tostado- sin descafeinar- molido.ZFP Pacifico,2
Bogotá. Café tostado- sin descafeinar- molido.ZFP Palmaseca,2
Bogotá. Café tostado- sin descafeinar- molido.ZFP Santander,1
Bogotá. Café tostado- sin descafeinar- molido.ZFPE BIO D,10
Bogotá. Café tostado- sin descafeinar- molido.ZFPE papeles del Cauca,0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción",4
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Antillas Holandesas",0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Chile",0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.China",0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Dinamarca",0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Ecuador",0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Emiratos Árabes Unidos",0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Estados Unidos",1
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Francia",0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Panamá",1
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.República Checa",0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Sudáfrica",0
"Bogotá. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Trinidad y Tobago",0
Bogotá. Extractos- esencias y concentrados de café,120
Bogotá. Extractos- esencias y concentrados de café.Alemania,1
Bogotá. Extractos- esencias y concentrados de café.Antillas Holandesas,5
Bogotá. Extractos- esencias y concentrados de café.Argentina,0
Bogotá. Extractos- esencias y concentrados de café.Corea,0
Bogotá. Extractos- esencias y concentrados de café.Ecuador,0
Bogotá. Extractos- esencias y concentrados de café.España,0
Bogotá. Extractos- esencias y concentrados de café.Estados Unidos,1
Bogotá. Extractos- esencias y concentrados de café.Japón,3
Bogotá. Extractos- esencias y concentrados de café.México,3
Bogotá. Extractos- esencias y concentrados de café.Noruega,0
Bogotá. Extractos- esencias y concentrados de café.Panamá,0
Bogotá. Extractos- esencias y concentrados de café.Perú,0
Bogotá. Extractos- esencias y concentrados de café.Reino Unido,5
Bogotá. Extractos- esencias y concentrados de café.Rusia- Federación de,0
Bogotá. Extractos- esencias y concentrados de café.Sudáfrica,5
Bogotá. Extractos- esencias y concentrados de café.Suiza,1
Bogotá. Extractos- esencias y concentrados de café.Taiwán- Provincia de China,0
Bogotá. Extractos- esencias y concentrados de café.Venezuela,97
Bogotá. Los demás cafés sin tostar- sin descafeinar,282646
Bogotá. Los demás cafés sin tostar- sin descafeinar.Alemania,24668
Bogotá. Los demás cafés sin tostar- sin descafeinar.Arabia Saudita,134
Bogotá. Los demás cafés sin tostar- sin descafeinar.Argentina,2563
Bogotá. Los demás cafés sin tostar- sin descafeinar.Aruba,1
Bogotá. Los demás cafés sin tostar- sin descafeinar.Australia,4969
Bogotá. Los demás cafés sin tostar- sin descafeinar.Austria,126
Bogotá. Los demás cafés sin tostar- sin descafeinar.Bélgica,36688
Bogotá. Los demás cafés sin tostar- sin descafeinar.Bonaire- San Eustatios y Saba,22
Bogotá. Los demás cafés sin tostar- sin descafeinar.Brasil,0
Bogotá. Los demás cafés sin tostar- sin descafeinar.Bulgaria,207
Bogotá. Los demás cafés sin tostar- sin descafeinar.Canadá,24478
Bogotá. Los demás cafés sin tostar- sin descafeinar.Chile,38
Bogotá. Los demás cafés sin tostar- sin descafeinar.China,377
Bogotá. Los demás cafés sin tostar- sin descafeinar.Chipre,96
Bogotá. Los demás cafés sin tostar- sin descafeinar.Corea,3525
Bogotá. Los demás cafés sin tostar- sin descafeinar.Dinamarca,898
Bogotá. Los demás cafés sin tostar- sin descafeinar.Ecuador,0
Bogotá. Los demás cafés sin tostar- sin descafeinar.Egipto,126
Bogotá. Los demás cafés sin tostar- sin descafeinar.Emiratos Árabes Unidos,186
Bogotá. Los demás cafés sin tostar- sin descafeinar.Eslovenia,157
Bogotá. Los demás cafés sin tostar- sin descafeinar.España,5610
Bogotá. Los demás cafés sin tostar- sin descafeinar.Estados Unidos,69944
Bogotá. Los demás cafés sin tostar- sin descafeinar.Estonia,78
Bogotá. Los demás cafés sin tostar- sin descafeinar.Finlandia,7949
Bogotá. Los demás cafés sin tostar- sin descafeinar.Francia,11909
Bogotá. Los demás cafés sin tostar- sin descafeinar.Georgia,37
Bogotá. Los demás cafés sin tostar- sin descafeinar.Grecia,1333
Bogotá. Los demás cafés sin tostar- sin descafeinar.Hong Kong,21
Bogotá. Los demás cafés sin tostar- sin descafeinar.Irán- República Islámica de,5
Bogotá. Los demás cafés sin tostar- sin descafeinar.Irlanda,368
Bogotá. Los demás cafés sin tostar- sin descafeinar.Islandia,79
Bogotá. Los demás cafés sin tostar- sin descafeinar.Israel,5064
Bogotá. Los demás cafés sin tostar- sin descafeinar.Italia,26268
Bogotá. Los demás cafés sin tostar- sin descafeinar.Jamaica,58
Bogotá. Los demás cafés sin tostar- sin descafeinar.Japón,19654
Bogotá. Los demás cafés sin tostar- sin descafeinar.Jordania,607
Bogotá. Los demás cafés sin tostar- sin descafeinar.Líbano,828
Bogotá. Los demás cafés sin tostar- sin descafeinar.Liberia,61
Bogotá. Los demás cafés sin tostar- sin descafeinar.Malasia,731
Bogotá. Los demás cafés sin tostar- sin descafeinar.Marruecos,1043
Bogotá. Los demás cafés sin tostar- sin descafeinar.México,614
Bogotá. Los demás cafés sin tostar- sin descafeinar.Montserrat,20
Bogotá. Los demás cafés sin tostar- sin descafeinar.Noruega,1189
Bogotá. Los demás cafés sin tostar- sin descafeinar.Nueva Zelandia,788
Bogotá. Los demás cafés sin tostar- sin descafeinar.Países Bajos,1854
Bogotá. Los demás cafés sin tostar- sin descafeinar.Polinesia Francesa,38
Bogotá. Los demás cafés sin tostar- sin descafeinar.Polonia,713
Bogotá. Los demás cafés sin tostar- sin descafeinar.Portugal,345
Bogotá. Los demás cafés sin tostar- sin descafeinar.Reino Unido,8702
Bogotá. Los demás cafés sin tostar- sin descafeinar.República Checa,692
Bogotá. Los demás cafés sin tostar- sin descafeinar.República Dominicana,617
Bogotá. Los demás cafés sin tostar- sin descafeinar.Rumania,2430
Bogotá. Los demás cafés sin tostar- sin descafeinar.Rusia- Federación de,2828
Bogotá. Los demás cafés sin tostar- sin descafeinar.Singapur,56
Bogotá. Los demás cafés sin tostar- sin descafeinar.Siria- República Árabe,327
Bogotá. Los demás cafés sin tostar- sin descafeinar.Sudáfrica,199
Bogotá. Los demás cafés sin tostar- sin descafeinar.Suecia,9904
Bogotá. Los demás cafés sin tostar- sin descafeinar.Suiza,152
Bogotá. Los demás cafés sin tostar- sin descafeinar.Tailandia,0
Bogotá. Los demás cafés sin tostar- sin descafeinar.Taiwán- Provincia de China,108
Bogotá. Los demás cafés sin tostar- sin descafeinar.Turquía,97
Bogotá. Los demás cafés sin tostar- sin descafeinar.Ucrania,58
Bogotá. Los demás cafés sin tostar- sin descafeinar.Uruguay,3
Bogotá. Los demás cafés sin tostar- sin descafeinar.ZFP Bogotá,5
Bogotá. Los demás extractos- esencias y concentrados de café,819
Bogotá. Los demás extractos- esencias y concentrados de café.Alemania,0
Bogotá. Los demás extractos- esencias y concentrados de café.Antillas Holandesas,2
Bogotá. Los demás extractos- esencias y concentrados de café.Aruba,3
Bogotá. Los demás extractos- esencias y concentrados de café.Bolivia,2
Bogotá. Los demás extractos- esencias y concentrados de café.Canadá,82
Bogotá. Los demás extractos- esencias y concentrados de café.Chile,18
Bogotá. Los demás extractos- esencias y concentrados de café.China,1
Bogotá. Los demás extractos- esencias y concentrados de café.Costa Rica,3
Bogotá. Los demás extractos- esencias y concentrados de café.Curazao,3
Bogotá. Los demás extractos- esencias y concentrados de café.Ecuador,4
Bogotá. Los demás extractos- esencias y concentrados de café.Eslovaquia,0
Bogotá. Los demás extractos- esencias y concentrados de café.España,4
Bogotá. Los demás extractos- esencias y concentrados de café.Estados Unidos,30
Bogotá. Los demás extractos- esencias y concentrados de café.Francia,47
Bogotá. Los demás extractos- esencias y concentrados de café.Guatemala,0
Bogotá. Los demás extractos- esencias y concentrados de café.Italia,1
Bogotá. Los demás extractos- esencias y concentrados de café.Japón,21
Bogotá. Los demás extractos- esencias y concentrados de café.México,0
Bogotá. Los demás extractos- esencias y concentrados de café.Países Bajos,0
Bogotá. Los demás extractos- esencias y concentrados de café.Panamá,1
Bogotá. Los demás extractos- esencias y concentrados de café.Perú,587
Bogotá. Los demás extractos- esencias y concentrados de café.Polonia,0
Bogotá. Los demás extractos- esencias y concentrados de café.Portugal,1
Bogotá. Los demás extractos- esencias y concentrados de café.Puerto Rico,5
Bogotá. Los demás extractos- esencias y concentrados de café.Reino Unido,0
Bogotá. Los demás extractos- esencias y concentrados de café.República Dominicana,1
Bogotá. Los demás extractos- esencias y concentrados de café.Suiza,0
Bogotá. Los demás extractos- esencias y concentrados de café.Taiwán- Provincia de China,6
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café,190
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Alemania,0
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Aruba,0
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Bolivia,1
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Canadá,0
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Chile,9
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Curazao,0
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Ecuador,37
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.España,2
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Estados Unidos,27
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Finlandia,0
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Japón,20
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Kuwait,0
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.México,33
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Panamá,1
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Perú,6
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Reino Unido,5
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.República Dominicana,0
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Rumania,0
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Uruguay,0
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.Venezuela,48
Bogotá. Preparaciones a base de extractos- esencias o concentrados o a base de café.ZFP Bogotá,0
Caldas,618090
Caldas. Café sin tostar- descafeinado,19902
Caldas. Café sin tostar- descafeinado.Alemania,1148
Caldas. Café sin tostar- descafeinado.Argentina,10
Caldas. Café sin tostar- descafeinado.Australia,43
Caldas. Café sin tostar- descafeinado.Bélgica,38
Caldas. Café sin tostar- descafeinado.Canadá,973
Caldas. Café sin tostar- descafeinado.Chile,16
Caldas. Café sin tostar- descafeinado.China,57
Caldas. Café sin tostar- descafeinado.Ecuador,4
Caldas. Café sin tostar- descafeinado.Emiratos Árabes Unidos,8
Caldas. Café sin tostar- descafeinado.España,5402
Caldas. Café sin tostar- descafeinado.Estados Unidos,11483
Caldas. Café sin tostar- descafeinado.Francia,39
Caldas. Café sin tostar- descafeinado.Grecia,4
Caldas. Café sin tostar- descafeinado.Italia,158
Caldas. Café sin tostar- descafeinado.Jamaica,17
Caldas. Café sin tostar- descafeinado.Marruecos,63
Caldas. Café sin tostar- descafeinado.Perú,13
Caldas. Café sin tostar- descafeinado.Portugal,289
Caldas. Café sin tostar- descafeinado.Reino Unido,102
Caldas. Café sin tostar- descafeinado.Sudáfrica,36
Caldas. Café sin tostar- sin descafeinar- para la siembra,186
Caldas. Café sin tostar- sin descafeinar- para la siembra.Canadá,17
Caldas. Café sin tostar- sin descafeinar- para la siembra.Corea,19
Caldas. Café sin tostar- sin descafeinar- para la siembra.España,19
Caldas. Café sin tostar- sin descafeinar- para la siembra.Estados Unidos,19
Caldas. Café sin tostar- sin descafeinar- para la siembra.Japón,111
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm,72021
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Alemania,15645
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Australia,523
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Bélgica,3718
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Belice,20
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Canadá,470
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Chile,1484
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.China,213
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Corea,254
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Costa Rica,6
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Curazao,4
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Dinamarca,1082
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Ecuador,2265
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.El Salvador,47
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Eslovaquia,0
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.España,481
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Estados Unidos,12542
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Estonia,407
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Finlandia,1299
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Francia,466
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Guatemala,3
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Hong Kong,12
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.India,20
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Indonesia,90
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Israel,112
