id,value
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Italia,144
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Japón,3353
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Letonia,59
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Lituania,39
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Macao,4
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Malasia,53
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.México,7736
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Noruega,356
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Nueva Zelandia,106
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Países Bajos,342
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Perú,259
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Polonia,3326
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Reino Unido,3239
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.República Dominicana,18
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Rusia- Federación de,11308
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Singapur,7
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Suecia,264
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Suiza,0
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Tailandia,15
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Taiwán- Provincia de China,182
Caldas. Café soluble liofilizado- con granulometría de 20 - 300 mm.Ucrania,49
Caldas. Café tostado- descafeinado,510
Caldas. Café tostado- descafeinado.Aruba,3
Caldas. Café tostado- descafeinado.Ecuador,1
Caldas. Café tostado- descafeinado.España,89
Caldas. Café tostado- descafeinado.Estados Unidos,157
Caldas. Café tostado- descafeinado.República Checa,0
Caldas. Café tostado- descafeinado.Venezuela,260
Caldas. Café tostado- sin descafeinar- en grano,172
Caldas. Café tostado- sin descafeinar- en grano.Alemania,0
Caldas. Café tostado- sin descafeinar- en grano.Australia,3
Caldas. Café tostado- sin descafeinar- en grano.Chile,6
Caldas. Café tostado- sin descafeinar- en grano.China,0
Caldas. Café tostado- sin descafeinar- en grano.Corea,10
Caldas. Café tostado- sin descafeinar- en grano.España,4
Caldas. Café tostado- sin descafeinar- en grano.Estados Unidos,117
Caldas. Café tostado- sin descafeinar- en grano.Francia,0
Caldas. Café tostado- sin descafeinar- en grano.Hong Kong,8
Caldas. Café tostado- sin descafeinar- en grano.Reino Unido,6
Caldas. Café tostado- sin descafeinar- en grano.Rusia- Federación de,18
Caldas. Café tostado- sin descafeinar- en grano.Trinidad y Tobago,0
Caldas. Café tostado- sin descafeinar- molido,114
Caldas. Café tostado- sin descafeinar- molido.Antigua y Barbuda,0
Caldas. Café tostado- sin descafeinar- molido.Australia,1
Caldas. Café tostado- sin descafeinar- molido.Chile,1
Caldas. Café tostado- sin descafeinar- molido.España,0
Caldas. Café tostado- sin descafeinar- molido.Estados Unidos,77
Caldas. Café tostado- sin descafeinar- molido.Francia,0
Caldas. Café tostado- sin descafeinar- molido.Hong Kong,24
Caldas. Café tostado- sin descafeinar- molido.México,10
Caldas. Café tostado- sin descafeinar- molido.Nueva Zelandia,1
Caldas. Café tostado- sin descafeinar- molido.Rusia- Federación de,0
Caldas. Café tostado- sin descafeinar- molido.Trinidad y Tobago,0
Caldas. Café tostado- sin descafeinar- molido.Uruguay,0
"Caldas. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción",1
"Caldas. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Alemania",1
"Caldas. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Estados Unidos",0
Caldas. Extractos- esencias y concentrados de café,7521
Caldas. Extractos- esencias y concentrados de café.Alemania,506
Caldas. Extractos- esencias y concentrados de café.Australia,26
Caldas. Extractos- esencias y concentrados de café.Bélgica,515
Caldas. Extractos- esencias y concentrados de café.Belice,5
Caldas. Extractos- esencias y concentrados de café.Canadá,121
Caldas. Extractos- esencias y concentrados de café.Corea,21
Caldas. Extractos- esencias y concentrados de café.Dinamarca,110
Caldas. Extractos- esencias y concentrados de café.Ecuador,166
Caldas. Extractos- esencias y concentrados de café.España,67
Caldas. Extractos- esencias y concentrados de café.Estados Unidos,1470
Caldas. Extractos- esencias y concentrados de café.Estonia,384
Caldas. Extractos- esencias y concentrados de café.Finlandia,26
Caldas. Extractos- esencias y concentrados de café.Francia,233
Caldas. Extractos- esencias y concentrados de café.Irlanda,12
Caldas. Extractos- esencias y concentrados de café.Israel,55
Caldas. Extractos- esencias y concentrados de café.Italia,27
Caldas. Extractos- esencias y concentrados de café.Japón,785
Caldas. Extractos- esencias y concentrados de café.Letonia,5
Caldas. Extractos- esencias y concentrados de café.México,480
Caldas. Extractos- esencias y concentrados de café.Noruega,79
Caldas. Extractos- esencias y concentrados de café.Países Bajos,21
Caldas. Extractos- esencias y concentrados de café.Panamá,7
Caldas. Extractos- esencias y concentrados de café.Perú,13
Caldas. Extractos- esencias y concentrados de café.Polonia,750
Caldas. Extractos- esencias y concentrados de café.Puerto Rico,3
Caldas. Extractos- esencias y concentrados de café.Reino Unido,449
Caldas. Extractos- esencias y concentrados de café.Rusia- Federación de,941
Caldas. Extractos- esencias y concentrados de café.Sudáfrica,17
Caldas. Extractos- esencias y concentrados de café.Suecia,29
Caldas. Extractos- esencias y concentrados de café.Suiza,37
Caldas. Extractos- esencias y concentrados de café.Taiwán- Provincia de China,124
Caldas. Extractos- esencias y concentrados de café.Ucrania,6
Caldas. Extractos- esencias y concentrados de café.Venezuela,30
Caldas. Los demás cafés sin tostar- sin descafeinar,507827
Caldas. Los demás cafés sin tostar- sin descafeinar.Albania,77
Caldas. Los demás cafés sin tostar- sin descafeinar.Alemania,57097
Caldas. Los demás cafés sin tostar- sin descafeinar.Arabia Saudita,282
Caldas. Los demás cafés sin tostar- sin descafeinar.Argelia,39
Caldas. Los demás cafés sin tostar- sin descafeinar.Argentina,298
Caldas. Los demás cafés sin tostar- sin descafeinar.Armenia,19
Caldas. Los demás cafés sin tostar- sin descafeinar.Australia,4023
Caldas. Los demás cafés sin tostar- sin descafeinar.Austria,63
Caldas. Los demás cafés sin tostar- sin descafeinar.Bélgica,95277
Caldas. Los demás cafés sin tostar- sin descafeinar.Brasil,1
Caldas. Los demás cafés sin tostar- sin descafeinar.Bulgaria,21
Caldas. Los demás cafés sin tostar- sin descafeinar.Canadá,56392
Caldas. Los demás cafés sin tostar- sin descafeinar.Chile,424
Caldas. Los demás cafés sin tostar- sin descafeinar.China,1723
Caldas. Los demás cafés sin tostar- sin descafeinar.Chipre,38
Caldas. Los demás cafés sin tostar- sin descafeinar.Corea,18346
Caldas. Los demás cafés sin tostar- sin descafeinar.Dinamarca,2244
Caldas. Los demás cafés sin tostar- sin descafeinar.Egipto,174
Caldas. Los demás cafés sin tostar- sin descafeinar.Emiratos Árabes Unidos,403
Caldas. Los demás cafés sin tostar- sin descafeinar.Eslovenia,585
Caldas. Los demás cafés sin tostar- sin descafeinar.España,22462
Caldas. Los demás cafés sin tostar- sin descafeinar.Estados Unidos,74108
Caldas. Los demás cafés sin tostar- sin descafeinar.Estonia,350
Caldas. Los demás cafés sin tostar- sin descafeinar.Fiji,19
Caldas. Los demás cafés sin tostar- sin descafeinar.Filipinas,0
Caldas. Los demás cafés sin tostar- sin descafeinar.Finlandia,13022
Caldas. Los demás cafés sin tostar- sin descafeinar.Francia,8828
Caldas. Los demás cafés sin tostar- sin descafeinar.Georgia,77
Caldas. Los demás cafés sin tostar- sin descafeinar.Grecia,1043
Caldas. Los demás cafés sin tostar- sin descafeinar.Hong Kong,450
Caldas. Los demás cafés sin tostar- sin descafeinar.India,38
Caldas. Los demás cafés sin tostar- sin descafeinar.Indonesia,19
Caldas. Los demás cafés sin tostar- sin descafeinar.Irlanda,578
Caldas. Los demás cafés sin tostar- sin descafeinar.Islandia,114
Caldas. Los demás cafés sin tostar- sin descafeinar.Israel,6656
Caldas. Los demás cafés sin tostar- sin descafeinar.Italia,15298
Caldas. Los demás cafés sin tostar- sin descafeinar.Jamaica,100
Caldas. Los demás cafés sin tostar- sin descafeinar.Japón,44632
Caldas. Los demás cafés sin tostar- sin descafeinar.Jordania,831
Caldas. Los demás cafés sin tostar- sin descafeinar.Letonia,270
Caldas. Los demás cafés sin tostar- sin descafeinar.Líbano,213
Caldas. Los demás cafés sin tostar- sin descafeinar.Libia,19
Caldas. Los demás cafés sin tostar- sin descafeinar.Macao,39
Caldas. Los demás cafés sin tostar- sin descafeinar.Malasia,2416
Caldas. Los demás cafés sin tostar- sin descafeinar.Marruecos,300
Caldas. Los demás cafés sin tostar- sin descafeinar.México,2586
Caldas. Los demás cafés sin tostar- sin descafeinar.Noruega,6777
Caldas. Los demás cafés sin tostar- sin descafeinar.Nueva Zelandia,412
Caldas. Los demás cafés sin tostar- sin descafeinar.Países Bajos,6759
Caldas. Los demás cafés sin tostar- sin descafeinar.Polonia,506
Caldas. Los demás cafés sin tostar- sin descafeinar.Portugal,907
Caldas. Los demás cafés sin tostar- sin descafeinar.Reino Unido,35164
Caldas. Los demás cafés sin tostar- sin descafeinar.República Dominicana,961
Caldas. Los demás cafés sin tostar- sin descafeinar.Reunión,40
Caldas. Los demás cafés sin tostar- sin descafeinar.Rumania,1150
Caldas. Los demás cafés sin tostar- sin descafeinar.Rusia- Federación de,2815
Caldas. Los demás cafés sin tostar- sin descafeinar.Singapur,273
Caldas. Los demás cafés sin tostar- sin descafeinar.Siria- República Árabe,192
Caldas. Los demás cafés sin tostar- sin descafeinar.Sudáfrica,637
Caldas. Los demás cafés sin tostar- sin descafeinar.Suecia,15698
Caldas. Los demás cafés sin tostar- sin descafeinar.Suiza,235
Caldas. Los demás cafés sin tostar- sin descafeinar.Taiwán- Provincia de China,2633
Caldas. Los demás cafés sin tostar- sin descafeinar.Turquía,576
Caldas. Los demás cafés sin tostar- sin descafeinar.Ucrania,77
Caldas. Los demás cafés sin tostar- sin descafeinar.Vietnam,19
Caldas. Los demás extractos- esencias y concentrados de café,9799
Caldas. Los demás extractos- esencias y concentrados de café.Alemania,2
Caldas. Los demás extractos- esencias y concentrados de café.Australia,12
Caldas. Los demás extractos- esencias y concentrados de café.Bélgica,8
Caldas. Los demás extractos- esencias y concentrados de café.Canadá,46
Caldas. Los demás extractos- esencias y concentrados de café.Chile,122
Caldas. Los demás extractos- esencias y concentrados de café.China,0
Caldas. Los demás extractos- esencias y concentrados de café.Corea,129
Caldas. Los demás extractos- esencias y concentrados de café.Dominica,0
Caldas. Los demás extractos- esencias y concentrados de café.Ecuador,6
Caldas. Los demás extractos- esencias y concentrados de café.Egipto,43
Caldas. Los demás extractos- esencias y concentrados de café.El Salvador,14
Caldas. Los demás extractos- esencias y concentrados de café.Emiratos Árabes Unidos,3
Caldas. Los demás extractos- esencias y concentrados de café.España,39
Caldas. Los demás extractos- esencias y concentrados de café.Estados Unidos,2290
Caldas. Los demás extractos- esencias y concentrados de café.Francia,1172
Caldas. Los demás extractos- esencias y concentrados de café.Guatemala,13
Caldas. Los demás extractos- esencias y concentrados de café.India,2
Caldas. Los demás extractos- esencias y concentrados de café.Japón,5532
Caldas. Los demás extractos- esencias y concentrados de café.Malasia,0
Caldas. Los demás extractos- esencias y concentrados de café.México,37
Caldas. Los demás extractos- esencias y concentrados de café.Países Bajos,0
Caldas. Los demás extractos- esencias y concentrados de café.Panamá,19
Caldas. Los demás extractos- esencias y concentrados de café.Perú,180
Caldas. Los demás extractos- esencias y concentrados de café.Reino Unido,0
Caldas. Los demás extractos- esencias y concentrados de café.Rusia- Federación de,4
Caldas. Los demás extractos- esencias y concentrados de café.Singapur,5
Caldas. Los demás extractos- esencias y concentrados de café.Suiza,0
Caldas. Los demás extractos- esencias y concentrados de café.Surinam,3
Caldas. Los demás extractos- esencias y concentrados de café.Taiwán- Provincia de China,120
Caldas. Preparaciones a base de extractos- esencias o concentrados o a base de café,38
Caldas. Preparaciones a base de extractos- esencias o concentrados o a base de café.Alemania,0
Caldas. Preparaciones a base de extractos- esencias o concentrados o a base de café.Emiratos Árabes Unidos,7
Caldas. Preparaciones a base de extractos- esencias o concentrados o a base de café.Guatemala,17
Caldas. Preparaciones a base de extractos- esencias o concentrados o a base de café.Perú,13
Cauca,214713
Cauca. Café sin tostar- descafeinado,89
Cauca. Café sin tostar- descafeinado.Australia,8
Cauca. Café sin tostar- descafeinado.Canadá,18
Cauca. Café sin tostar- descafeinado.Estados Unidos,64
Cauca. Café sin tostar- sin descafeinar- para la siembra,2446
Cauca. Café sin tostar- sin descafeinar- para la siembra.Alemania,180
Cauca. Café sin tostar- sin descafeinar- para la siembra.Australia,116
Cauca. Café sin tostar- sin descafeinar- para la siembra.Bélgica,42
Cauca. Café sin tostar- sin descafeinar- para la siembra.Canadá,192
Cauca. Café sin tostar- sin descafeinar- para la siembra.Chile,18
Cauca. Café sin tostar- sin descafeinar- para la siembra.Corea,172
Cauca. Café sin tostar- sin descafeinar- para la siembra.Estados Unidos,418
Cauca. Café sin tostar- sin descafeinar- para la siembra.Finlandia,105
Cauca. Café sin tostar- sin descafeinar- para la siembra.Francia,140
Cauca. Café sin tostar- sin descafeinar- para la siembra.Grecia,60
Cauca. Café sin tostar- sin descafeinar- para la siembra.Italia,80
Cauca. Café sin tostar- sin descafeinar- para la siembra.Japón,622
Cauca. Café sin tostar- sin descafeinar- para la siembra.Nueva Zelandia,58
Cauca. Café sin tostar- sin descafeinar- para la siembra.Reino Unido,140
Cauca. Café sin tostar- sin descafeinar- para la siembra.Suecia,105
Cauca. Café soluble liofilizado- con granulometría de 20 - 300 mm,7
Cauca. Café soluble liofilizado- con granulometría de 20 - 300 mm.Suecia,7
Cauca. Café tostado- sin descafeinar- en grano,1
Cauca. Café tostado- sin descafeinar- en grano.China,0
Cauca. Café tostado- sin descafeinar- en grano.Japón,0
Cauca. Café tostado- sin descafeinar- en grano.Líbano,1
Cauca. Café tostado- sin descafeinar- molido,61
Cauca. Café tostado- sin descafeinar- molido.Chile,6
Cauca. Café tostado- sin descafeinar- molido.Estados Unidos,38
Cauca. Café tostado- sin descafeinar- molido.Japón,0
Cauca. Café tostado- sin descafeinar- molido.Panamá,17
"Cauca. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción",1
"Cauca. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.España",0
"Cauca. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Turquía",1
Cauca. Los demás cafés sin tostar- sin descafeinar,212105
Cauca. Los demás cafés sin tostar- sin descafeinar.Alemania,17952
Cauca. Los demás cafés sin tostar- sin descafeinar.Antillas Holandesas,104
Cauca. Los demás cafés sin tostar- sin descafeinar.Arabia Saudita,96
Cauca. Los demás cafés sin tostar- sin descafeinar.Argentina,30
Cauca. Los demás cafés sin tostar- sin descafeinar.Australia,5131
Cauca. Los demás cafés sin tostar- sin descafeinar.Bahrein,1
Cauca. Los demás cafés sin tostar- sin descafeinar.Bélgica,23783
Cauca. Los demás cafés sin tostar- sin descafeinar.Canadá,13615
Cauca. Los demás cafés sin tostar- sin descafeinar.Chile,72
Cauca. Los demás cafés sin tostar- sin descafeinar.China,290
Cauca. Los demás cafés sin tostar- sin descafeinar.Chipre,38
Cauca. Los demás cafés sin tostar- sin descafeinar.Corea,9898
Cauca. Los demás cafés sin tostar- sin descafeinar.Croacia,78
Cauca. Los demás cafés sin tostar- sin descafeinar.Curazao,65
Cauca. Los demás cafés sin tostar- sin descafeinar.Dinamarca,194
Cauca. Los demás cafés sin tostar- sin descafeinar.Egipto,154
Cauca. Los demás cafés sin tostar- sin descafeinar.Emiratos Árabes Unidos,41
Cauca. Los demás cafés sin tostar- sin descafeinar.Eslovenia,312
Cauca. Los demás cafés sin tostar- sin descafeinar.España,6835
Cauca. Los demás cafés sin tostar- sin descafeinar.Estados Unidos,59231
Cauca. Los demás cafés sin tostar- sin descafeinar.Finlandia,5105
Cauca. Los demás cafés sin tostar- sin descafeinar.Francia,3523
Cauca. Los demás cafés sin tostar- sin descafeinar.Grecia,638
Cauca. Los demás cafés sin tostar- sin descafeinar.Hong Kong,39
Cauca. Los demás cafés sin tostar- sin descafeinar.Irlanda,206
Cauca. Los demás cafés sin tostar- sin descafeinar.Islandia,58
Cauca. Los demás cafés sin tostar- sin descafeinar.Israel,479
Cauca. Los demás cafés sin tostar- sin descafeinar.Italia,3640
Cauca. Los demás cafés sin tostar- sin descafeinar.Jamaica,19
Cauca. Los demás cafés sin tostar- sin descafeinar.Japón,33052
Cauca. Los demás cafés sin tostar- sin descafeinar.Jordania,218
Cauca. Los demás cafés sin tostar- sin descafeinar.Letonia,7
Cauca. Los demás cafés sin tostar- sin descafeinar.Líbano,78
Cauca. Los demás cafés sin tostar- sin descafeinar.Macao,20
Cauca. Los demás cafés sin tostar- sin descafeinar.Malasia,1397
Cauca. Los demás cafés sin tostar- sin descafeinar.Marruecos,59
Cauca. Los demás cafés sin tostar- sin descafeinar.México,631
Cauca. Los demás cafés sin tostar- sin descafeinar.Noruega,3148
Cauca. Los demás cafés sin tostar- sin descafeinar.Nueva Zelandia,1421
Cauca. Los demás cafés sin tostar- sin descafeinar.Países Bajos,1147
Cauca. Los demás cafés sin tostar- sin descafeinar.Polinesia Francesa,19
Cauca. Los demás cafés sin tostar- sin descafeinar.Polonia,59
Cauca. Los demás cafés sin tostar- sin descafeinar.Portugal,278
Cauca. Los demás cafés sin tostar- sin descafeinar.Qatar,15
Cauca. Los demás cafés sin tostar- sin descafeinar.Reino Unido,12464
Cauca. Los demás cafés sin tostar- sin descafeinar.República Dominicana,19
Cauca. Los demás cafés sin tostar- sin descafeinar.Rumania,1016
Cauca. Los demás cafés sin tostar- sin descafeinar.Rusia- Federación de,254
Cauca. Los demás cafés sin tostar- sin descafeinar.Singapur,20
Cauca. Los demás cafés sin tostar- sin descafeinar.Siria- República Árabe,39
Cauca. Los demás cafés sin tostar- sin descafeinar.Sudáfrica,59
Cauca. Los demás cafés sin tostar- sin descafeinar.Suecia,4153
Cauca. Los demás cafés sin tostar- sin descafeinar.Suiza,176
Cauca. Los demás cafés sin tostar- sin descafeinar.Taiwán- Provincia de China,680
Cauca. Los demás cafés sin tostar- sin descafeinar.Turquía,9
Cauca. Los demás cafés sin tostar- sin descafeinar.Uruguay,1
Cauca. Los demás cafés sin tostar- sin descafeinar.Vietnam,39
Cauca. Los demás extractos- esencias y concentrados de café,2
Cauca. Los demás extractos- esencias y concentrados de café.Corea,2
Cauca. Preparaciones a base de extractos- esencias o concentrados o a base de café,0
Cauca. Preparaciones a base de extractos- esencias o concentrados o a base de café.Ecuador,0
Huila,568835
Huila. Café sin tostar- descafeinado,570
Huila. Café sin tostar- descafeinado.Alemania,40
Huila. Café sin tostar- descafeinado.Canadá,19
Huila. Café sin tostar- descafeinado.España,142
Huila. Café sin tostar- descafeinado.Estados Unidos,247
Huila. Café sin tostar- descafeinado.Islandia,19
Huila. Café sin tostar- descafeinado.Italia,80
Huila. Café sin tostar- descafeinado.Noruega,4
Huila. Café sin tostar- descafeinado.Sudáfrica,19
Huila. Café sin tostar- sin descafeinar- para la siembra,2270
Huila. Café sin tostar- sin descafeinar- para la siembra.Alemania,183
Huila. Café sin tostar- sin descafeinar- para la siembra.Australia,59
Huila. Café sin tostar- sin descafeinar- para la siembra.Corea,255
Huila. Café sin tostar- sin descafeinar- para la siembra.Estados Unidos,1254
Huila. Café sin tostar- sin descafeinar- para la siembra.Grecia,20
Huila. Café sin tostar- sin descafeinar- para la siembra.Irlanda,19
Huila. Café sin tostar- sin descafeinar- para la siembra.Japón,153
Huila. Café sin tostar- sin descafeinar- para la siembra.Malasia,154
Huila. Café sin tostar- sin descafeinar- para la siembra.Nueva Zelandia,19
Huila. Café sin tostar- sin descafeinar- para la siembra.Taiwán- Provincia de China,154
Huila. Café soluble liofilizado- con granulometría de 20 - 300 mm,29
Huila. Café soluble liofilizado- con granulometría de 20 - 300 mm.Alemania,29
Huila. Café tostado- sin descafeinar- en grano,7
Huila. Café tostado- sin descafeinar- en grano.Brasil,0
Huila. Café tostado- sin descafeinar- en grano.Canadá,0
Huila. Café tostado- sin descafeinar- en grano.Estados Unidos,1
Huila. Café tostado- sin descafeinar- en grano.Francia,1
Huila. Café tostado- sin descafeinar- en grano.Italia,5
Huila. Café tostado- sin descafeinar- en grano.Trinidad y Tobago,0
Huila. Café tostado- sin descafeinar- en grano.Uruguay,0
Huila. Café tostado- sin descafeinar- molido,2
Huila. Café tostado- sin descafeinar- molido.Canadá,0
Huila. Café tostado- sin descafeinar- molido.Estados Unidos,1
Huila. Café tostado- sin descafeinar- molido.Francia,0
Huila. Café tostado- sin descafeinar- molido.Reino Unido,0
Huila. Café tostado- sin descafeinar- molido.Trinidad y Tobago,0
Huila. Café tostado- sin descafeinar- molido.Uruguay,0
"Huila. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción",2
"Huila. Cáscara y cascarilla de café, sucedáneos del café que contengan café en cualquier proporción.Arabia Saudita",2
Huila. Los demás cafés sin tostar- sin descafeinar,565953
Huila. Los demás cafés sin tostar- sin descafeinar.Albania,38
Huila. Los demás cafés sin tostar- sin descafeinar.Alemania,58400
Huila. Los demás cafés sin tostar- sin descafeinar.Antillas Holandesas,17
Huila. Los demás cafés sin tostar- sin descafeinar.Arabia Saudita,192
Huila. Los demás cafés sin tostar- sin descafeinar.Argelia,58
Huila. Los demás cafés sin tostar- sin descafeinar.Argentina,223
Huila. Los demás cafés sin tostar- sin descafeinar.Australia,7488
Huila. Los demás cafés sin tostar- sin descafeinar.Austria,335
Huila. Los demás cafés sin tostar- sin descafeinar.Bélgica,33621
Huila. Los demás cafés sin tostar- sin descafeinar.Bulgaria,165
Huila. Los demás cafés sin tostar- sin descafeinar.Canadá,69185
Huila. Los demás cafés sin tostar- sin descafeinar.Chile,17
Huila. Los demás cafés sin tostar- sin descafeinar.China,3086
Huila. Los demás cafés sin tostar- sin descafeinar.Chipre,58
Huila. Los demás cafés sin tostar- sin descafeinar.Corea,33101
Huila. Los demás cafés sin tostar- sin descafeinar.Croacia,98
Huila. Los demás cafés sin tostar- sin descafeinar.Dinamarca,3486
Huila. Los demás cafés sin tostar- sin descafeinar.Egipto,387
Huila. Los demás cafés sin tostar- sin descafeinar.Emiratos Árabes Unidos,39
Huila. Los demás cafés sin tostar- sin descafeinar.Eslovenia,717
Huila. Los demás cafés sin tostar- sin descafeinar.España,55740
Huila. Los demás cafés sin tostar- sin descafeinar.Estados Unidos,79082
Huila. Los demás cafés sin tostar- sin descafeinar.Estonia,58
Huila. Los demás cafés sin tostar- sin descafeinar.Finlandia,33201
Huila. Los demás cafés sin tostar- sin descafeinar.Francia,11208
Huila. Los demás cafés sin tostar- sin descafeinar.Grecia,697
Huila. Los demás cafés sin tostar- sin descafeinar.Hong Kong,365
Huila. Los demás cafés sin tostar- sin descafeinar.India,33
Huila. Los demás cafés sin tostar- sin descafeinar.Indonesia,19
Huila. Los demás cafés sin tostar- sin descafeinar.Irán- República Islámica de,39
Huila. Los demás cafés sin tostar- sin descafeinar.Irlanda,657
Huila. Los demás cafés sin tostar- sin descafeinar.Islandia,171
Huila. Los demás cafés sin tostar- sin descafeinar.Israel,3391
Huila. Los demás cafés sin tostar- sin descafeinar.Italia,16172
Huila. Los demás cafés sin tostar- sin descafeinar.Jamaica,82
Huila. Los demás cafés sin tostar- sin descafeinar.Japón,40355
Huila. Los demás cafés sin tostar- sin descafeinar.Jordania,911
Huila. Los demás cafés sin tostar- sin descafeinar.Letonia,232
Huila. Los demás cafés sin tostar- sin descafeinar.Líbano,786
Huila. Los demás cafés sin tostar- sin descafeinar.Libia,39
Huila. Los demás cafés sin tostar- sin descafeinar.Macao,39
Huila. Los demás cafés sin tostar- sin descafeinar.Malasia,4316
Huila. Los demás cafés sin tostar- sin descafeinar.Marruecos,977
Huila. Los demás cafés sin tostar- sin descafeinar.México,2387
Huila. Los demás cafés sin tostar- sin descafeinar.Noruega,35980
Huila. Los demás cafés sin tostar- sin descafeinar.Nueva Zelandia,1123
Huila. Los demás cafés sin tostar- sin descafeinar.Países Bajos,10495
Huila. Los demás cafés sin tostar- sin descafeinar.Polonia,314
Huila. Los demás cafés sin tostar- sin descafeinar.Portugal,849
Huila. Los demás cafés sin tostar- sin descafeinar.Reino Unido,31828
Huila. Los demás cafés sin tostar- sin descafeinar.República Checa,84
Huila. Los demás cafés sin tostar- sin descafeinar.República Dominicana,19
Huila. Los demás cafés sin tostar- sin descafeinar.Rumania,877
Huila. Los demás cafés sin tostar- sin descafeinar.Rusia- Federación de,2167
Huila. Los demás cafés sin tostar- sin descafeinar.Singapur,549
Huila. Los demás cafés sin tostar- sin descafeinar.Siria- República Árabe,830
Huila. Los demás cafés sin tostar- sin descafeinar.Sudáfrica,472
Huila. Los demás cafés sin tostar- sin descafeinar.Suecia,15809
Huila. Los demás cafés sin tostar- sin descafeinar.Suiza,395
Huila. Los demás cafés sin tostar- sin descafeinar.Taiwán- Provincia de China,1904
Huila. Los demás cafés sin tostar- sin descafeinar.Turquía,347
Huila. Los demás cafés sin tostar- sin descafeinar.Ucrania,91
Huila. Los demás cafés sin tostar- sin descafeinar.Vietnam,128
Huila. Los demás cafés sin tostar- sin descafeinar.ZFP Cartagena,5
Huila. Los demás cafés sin tostar- sin descafeinar.ZFP Parque Industrial Dexton,19
Huila. Los demás extractos- esencias y concentrados de café,1
Huila. Los demás extractos- esencias y concentrados de café.Eslovaquia,1
Quindío,353951
Quindío. Café sin tostar- descafeinado,149
Quindío. Café sin tostar- descafeinado.Alemania,1
Quindío. Café sin tostar- descafeinado.Australia,1
Quindío. Café sin tostar- descafeinado.Canadá,17
Quindío. Café sin tostar- descafeinado.Estados Unidos,124
Quindío. Café sin tostar- descafeinado.Nueva Zelandia,1
Quindío. Café sin tostar- descafeinado.Reino Unido,5
Quindío. Café sin tostar- sin descafeinar- para la siembra,1801
Quindío. Café sin tostar- sin descafeinar- para la siembra.Alemania,21
Quindío. Café sin tostar- sin descafeinar- para la siembra.Australia,19
Quindío. Café sin tostar- sin descafeinar- para la siembra.Canadá,39
Quindío. Café sin tostar- sin descafeinar- para la siembra.Corea,84
Quindío. Café sin tostar- sin descafeinar- para la siembra.Estados Unidos,1421
Quindío. Café sin tostar- sin descafeinar- para la siembra.Grecia,19
Quindío. Café sin tostar- sin descafeinar- para la siembra.Japón,140
Quindío. Café sin tostar- sin descafeinar- para la siembra.Reino Unido,19
Quindío. Café sin tostar- sin descafeinar- para la siembra.Suecia,19
Quindío. Café sin tostar- sin descafeinar- para la siembra.Vietnam,19
Quindío. Café soluble liofilizado- con granulometría de 20 - 300 mm,0
Quindío. Café soluble liofilizado- con granulometría de 20 - 300 mm.Chile,0
Quindío. Café soluble liofilizado- con granulometría de 20 - 300 mm.Corea,0
Quindío. Café soluble liofilizado- con granulometría de 20 - 300 mm.Estados Unidos,0
Quindío. Café tostado- descafeinado,2
Quindío. Café tostado- descafeinado.Canadá,0
Quindío. Café tostado- descafeinado.El Salvador,0
Quindío. Café tostado- descafeinado.Estados Unidos,1
Quindío. Café tostado- descafeinado.Noruega,0
Quindío. Café tostado- descafeinado.Perú,0
Quindío. Café tostado- sin descafeinar- en grano,113
Quindío. Café tostado- sin descafeinar- en grano.Alemania,1
Quindío. Café tostado- sin descafeinar- en grano.Australia,5
Quindío. Café tostado- sin descafeinar- en grano.Austria,0
Quindío. Café tostado- sin descafeinar- en grano.Bolivia,0
